     1	4.611825e-02	5.075498e-02
     2	1.410981e-02	1.522102e-02
     5	1.297075e-02	1.444851e-02
    10	1.296688e-02	1.444662e-02
    20	1.296656e-02	1.444671e-02
    50	1.296639e-02	1.444674e-02
   100	1.296638e-02	1.444674e-02
   200	1.296638e-02	1.444674e-02
   500	1.296638e-02	1.444674e-02
  1000	1.296638e-02	1.444674e-02
