     0	0.000000e+00	0.000000e+00
1.000000e-02	-1.148617e-14	1.911337e-06
2.000000e-02	-2.195886e-14	7.643521e-06
3.000000e-02	-3.513417e-14	1.719178e-05
4.000000e-02	-4.611360e-14	3.054910e-05
5.000000e-02	-5.827543e-14	4.770655e-05
6.000000e-02	-6.959269e-14	6.865302e-05
7.000000e-02	-8.226126e-14	9.337499e-05
8.000000e-02	-9.239612e-14	1.218564e-04
9.000000e-02	-1.052336e-13	1.540787e-04
1.000000e-01	-1.165509e-13	1.900196e-04
1.100000e-01	-1.287127e-13	2.296527e-04
1.200000e-01	-1.395232e-13	2.729482e-04
1.300000e-01	-1.516850e-13	3.198725e-04
1.400000e-01	-1.630023e-13	3.703883e-04
1.500000e-01	-1.748263e-13	4.244547e-04
1.600000e-01	-1.869881e-13	4.820275e-04
1.700000e-01	-1.991500e-13	5.430590e-04
1.800000e-01	-2.106361e-13	6.074947e-04
1.900000e-01	-2.224601e-13	6.752686e-04
2.000000e-01	-2.344530e-13	7.463280e-04
2.100000e-01	-2.447568e-13	8.206171e-04
2.200000e-01	-2.564119e-13	8.980780e-04
2.300000e-01	-2.684048e-13	9.786502e-04
2.400000e-01	-2.805667e-13	1.062271e-03
2.500000e-01	-2.928974e-13	1.148877e-03
2.600000e-01	-3.043836e-13	1.238402e-03
2.700000e-01	-3.151941e-13	1.330776e-03
2.800000e-01	-3.268492e-13	1.425879e-03
2.900000e-01	-3.381664e-13	1.523907e-03
3.000000e-01	-3.496526e-13	1.624395e-03
3.100000e-01	-3.618144e-13	1.727469e-03
3.200000e-01	-3.731317e-13	1.833021e-03
3.300000e-01	-3.852935e-13	1.940940e-03
3.400000e-01	-3.961040e-13	2.051048e-03
3.500000e-01	-4.075902e-13	2.162506e-03
3.600000e-01	-4.192453e-13	2.281861e-03
3.700000e-01	-4.309004e-13	2.396624e-03
3.800000e-01	-4.415420e-13	2.515540e-03
3.900000e-01	-4.543795e-13	2.636181e-03
4.000000e-01	-4.658656e-13	2.758779e-03
4.100000e-01	-4.773518e-13	2.883155e-03
4.200000e-01	-4.890069e-13	3.009175e-03
4.300000e-01	-5.006620e-13	3.136733e-03
4.400000e-01	-5.131616e-13	3.265723e-03
4.500000e-01	-5.241411e-13	3.396097e-03
4.600000e-01	-5.357962e-13	3.527753e-03
4.700000e-01	-5.479580e-13	3.660559e-03
4.800000e-01	-5.589374e-13	3.794437e-03
4.900000e-01	-5.710993e-13	3.929309e-03
5.000000e-01	-5.820787e-13	4.065083e-03
5.100000e-01	-5.935649e-13	4.201659e-03
5.200000e-01	-6.062334e-13	4.338665e-03
5.300000e-01	-6.163683e-13	4.477725e-03
5.400000e-01	-6.276855e-13	4.616419e-03
5.500000e-01	-6.395095e-13	4.756063e-03
5.600000e-01	-6.516714e-13	4.896530e-03
5.700000e-01	-6.629886e-13	5.036706e-03
5.800000e-01	-6.753194e-13	5.174565e-03
5.900000e-01	-6.871434e-13	5.303605e-03
6.000000e-01	-6.982917e-13	5.449169e-03
6.100000e-01	-7.109603e-13	5.585323e-03
6.200000e-01	-7.231221e-13	5.722421e-03
6.300000e-01	-7.344394e-13	5.863358e-03
6.400000e-01	-7.464323e-13	5.991193e-03
6.500000e-01	-7.569050e-13	6.128029e-03
6.600000e-01	-7.690668e-13	6.266917e-03
6.700000e-01	-7.807219e-13	6.409863e-03
6.800000e-01	-7.920392e-13	6.507504e-03
6.900000e-01	-8.036942e-13	6.654203e-03
7.000000e-01	-8.151804e-13	6.787822e-03
7.100000e-01	-8.266666e-13	6.921546e-03
7.200000e-01	-8.395041e-13	7.057000e-03
7.300000e-01	-8.506524e-13	7.199135e-03
7.400000e-01	-8.616318e-13	7.217175e-03
7.500000e-01	-8.743004e-13	7.436932e-03
7.600000e-01	-8.846042e-13	7.531056e-03
7.700000e-01	-8.962593e-13	7.683308e-03
7.800000e-01	-9.080833e-13	7.771664e-03
7.900000e-01	-9.194005e-13	7.883579e-03
8.000000e-01	-9.305489e-13	7.997265e-03
8.100000e-01	-9.416972e-13	8.110223e-03
8.200000e-01	-9.547036e-13	8.224104e-03
8.300000e-01	-9.650074e-13	8.334687e-03
8.400000e-01	-9.778449e-13	8.444851e-03
8.500000e-01	-9.895000e-13	8.554967e-03
8.600000e-01	-1.001831e-12	8.668570e-03
8.700000e-01	-1.011966e-12	8.668811e-03
8.800000e-01	-1.024803e-12	8.854769e-03
8.900000e-01	-1.035107e-12	8.889454e-03
9.000000e-01	-1.047606e-12	8.704995e-03
9.100000e-01	-1.059093e-12	9.139048e-03
9.200000e-01	-1.070410e-12	9.248250e-03
9.300000e-01	-1.082065e-12	9.182941e-03
9.400000e-01	-1.093382e-12	9.279871e-03
9.500000e-01	-1.104868e-12	9.356952e-03
9.600000e-01	-1.118044e-12	9.423446e-03
9.700000e-01	-1.129192e-12	9.488823e-03
9.800000e-01	-1.140678e-12	9.549861e-03
9.900000e-01	-1.152164e-12	9.606687e-03
1.000000e+00	-1.163820e-12	9.659095e-03
